_id,deviceId,unit,line,modelName,operation,guauge,height,diameter,surfaceArea,
ObjectId(5b31f9022941f7068578ec4f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,941,1
ObjectId(5b31f9032941f7068578ec50),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,942,1
ObjectId(5b31f9042941f7068578ec51),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,943,1
ObjectId(5b31f9052941f7068578ec52),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,944,1
ObjectId(5b31f9062941f7068578ec53),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,945,1
ObjectId(5b31f9072941f7068578ec54),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,946,1
ObjectId(5b31f9072941f7068578ec55),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,947,1
ObjectId(5b31f9082941f7068578ec56),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,948,1
ObjectId(5b31f9092941f7068578ec57),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,949,1
ObjectId(5b31f90a2941f7068578ec58),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,950,1
ObjectId(5b31f90a2941f7068578ec59),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,951,1
ObjectId(5b31f90b2941f7068578ec5a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,952,1
ObjectId(5b31f90c2941f7068578ec5b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,953,1
ObjectId(5b31f90d2941f7068578ec5c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,954,1
ObjectId(5b31f90e2941f7068578ec5d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,955,1
ObjectId(5b31f90e2941f7068578ec5e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,956,1
ObjectId(5b31f90f2941f7068578ec5f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,957,1
ObjectId(5b31f9102941f7068578ec60),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,958,1
ObjectId(5b31f9112941f7068578ec61),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,959,1
ObjectId(5b31f9122941f7068578ec62),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,960,1
ObjectId(5b31f9122941f7068578ec63),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,961,1
ObjectId(5b31f9132941f7068578ec64),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,962,1
ObjectId(5b31f9142941f7068578ec65),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,963,1
ObjectId(5b31f9152941f7068578ec66),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,964,1
ObjectId(5b31f9162941f7068578ec67),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,965,1
ObjectId(5b31f9162941f7068578ec68),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,966,1
ObjectId(5b31f9172941f7068578ec69),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,967,1
ObjectId(5b31f9182941f7068578ec6a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,968,1
ObjectId(5b31f9192941f7068578ec6b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,969,1
ObjectId(5b31f91a2941f7068578ec6c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,970,1
ObjectId(5b31f91b2941f7068578ec6d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,971,1
ObjectId(5b31f91b2941f7068578ec6e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,972,1
ObjectId(5b31f91c2941f7068578ec6f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,973,1
ObjectId(5b31f91d2941f7068578ec70),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,974,1
ObjectId(5b31f91e2941f7068578ec71),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,975,1
ObjectId(5b31f91f2941f7068578ec72),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,976,1
ObjectId(5b31f91f2941f7068578ec73),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,977,1
ObjectId(5b31f9202941f7068578ec74),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,978,1
ObjectId(5b31f9212941f7068578ec75),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,979,1
ObjectId(5b31f9222941f7068578ec76),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,980,1
ObjectId(5b31f9232941f7068578ec77),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,981,1
ObjectId(5b31f9232941f7068578ec78),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,982,1
ObjectId(5b31f9242941f7068578ec79),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,983,1
ObjectId(5b31f9252941f7068578ec7a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,984,1
ObjectId(5b31f9262941f7068578ec7b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,985,1
ObjectId(5b31f9272941f7068578ec7c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,986,1
ObjectId(5b31f9272941f7068578ec7d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,987,1
ObjectId(5b31f9282941f7068578ec7e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,988,1
ObjectId(5b31f9292941f7068578ec7f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,989,1
ObjectId(5b31f92a2941f7068578ec80),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,990,1
ObjectId(5b31f92b2941f7068578ec81),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,991,1
ObjectId(5b31f92b2941f7068578ec82),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,992,1
ObjectId(5b31f92c2941f7068578ec83),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,993,1
ObjectId(5b31f92d2941f7068578ec84),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,994,1
ObjectId(5b31f92e2941f7068578ec85),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,995,1
ObjectId(5b31f92f2941f7068578ec86),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,996,1
ObjectId(5b31f92f2941f7068578ec87),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,997,1
ObjectId(5b31f9302941f7068578ec88),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,998,1
ObjectId(5b31f9312941f7068578ec89),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,999,1
ObjectId(5b31f9322941f7068578ec8a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1000,1
ObjectId(5b31f9332941f7068578ec8b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1001,1
ObjectId(5b31f9332941f7068578ec8c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1002,1
ObjectId(5b31f9342941f7068578ec8d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1003,1
ObjectId(5b31f9352941f7068578ec8e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1004,1
ObjectId(5b31f9362941f7068578ec8f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1005,1
ObjectId(5b31f9372941f7068578ec90),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1006,1
ObjectId(5b31f9372941f7068578ec91),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1007,1
ObjectId(5b31f9382941f7068578ec92),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1008,1
ObjectId(5b31f9392941f7068578ec93),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1009,1
ObjectId(5b31f93a2941f7068578ec94),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1010,1
ObjectId(5b31f93b2941f7068578ec95),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1011,1
ObjectId(5b31f93b2941f7068578ec96),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1012,1
ObjectId(5b31f93c2941f7068578ec97),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1013,1
ObjectId(5b31f93d2941f7068578ec98),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1014,1
ObjectId(5b31f93e2941f7068578ec99),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1015,1
ObjectId(5b31f93f2941f7068578ec9a),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1016,1
ObjectId(5b31f93f2941f7068578ec9b),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1017,1
ObjectId(5b31f9402941f7068578ec9c),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1018,1
ObjectId(5b31f9412941f7068578ec9d),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1019,1
ObjectId(5b31f9422941f7068578ec9e),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1020,1
ObjectId(5b31f9432941f7068578ec9f),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1021,1
ObjectId(5b31f9432941f7068578eca0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1022,1
ObjectId(5b31f9442941f7068578eca1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1023,1
ObjectId(5b31f9452941f7068578eca2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1024,1
ObjectId(5b31f9462941f7068578eca3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1025,1
ObjectId(5b31f9472941f7068578eca4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1026,1
ObjectId(5b31f9472941f7068578eca5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1027,1
ObjectId(5b31f9482941f7068578eca6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1028,1
ObjectId(5b31f9492941f7068578eca7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1029,1
ObjectId(5b31f94a2941f7068578eca8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1030,1
ObjectId(5b31f94b2941f7068578eca9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1031,1
ObjectId(5b31f94b2941f7068578ecaa),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1032,1
ObjectId(5b31f94c2941f7068578ecab),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1033,1
ObjectId(5b31f94d2941f7068578ecac),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1034,1
ObjectId(5b31f94e2941f7068578ecad),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1035,1
ObjectId(5b31f94f2941f7068578ecae),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1036,1
ObjectId(5b31f94f2941f7068578ecaf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1037,1
ObjectId(5b31f9502941f7068578ecb0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1038,1
ObjectId(5b31f9512941f7068578ecb1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1039,1
ObjectId(5b31f9522941f7068578ecb2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1040,1
ObjectId(5b31f9532941f7068578ecb3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1041,1
ObjectId(5b31f9532941f7068578ecb4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1042,1
ObjectId(5b31f9542941f7068578ecb5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1043,1
ObjectId(5b31f9552941f7068578ecb6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1044,1
ObjectId(5b31f9562941f7068578ecb7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1045,1
ObjectId(5b31f9572941f7068578ecb8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1046,1
ObjectId(5b31f9572941f7068578ecb9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1047,1
ObjectId(5b31f9582941f7068578ecba),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1048,1
ObjectId(5b31f9592941f7068578ecbb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1049,1
ObjectId(5b31f95a2941f7068578ecbc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1050,1
ObjectId(5b31f95b2941f7068578ecbd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1051,1
ObjectId(5b31f95b2941f7068578ecbe),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1052,1
ObjectId(5b31f95c2941f7068578ecbf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1053,1
ObjectId(5b31f95d2941f7068578ecc0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1054,1
ObjectId(5b31f95e2941f7068578ecc1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1055,1
ObjectId(5b31f95f2941f7068578ecc2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1056,1
ObjectId(5b31f95f2941f7068578ecc3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1057,1
ObjectId(5b31f9602941f7068578ecc4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1058,1
ObjectId(5b31f9612941f7068578ecc5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1059,1
ObjectId(5b31f9622941f7068578ecc6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1060,1
ObjectId(5b31f9632941f7068578ecc7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1061,1
ObjectId(5b31f9632941f7068578ecc8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1062,1
ObjectId(5b31f9642941f7068578ecc9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1063,1
ObjectId(5b31f9652941f7068578ecca),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1064,1
ObjectId(5b31f9662941f7068578eccb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1065,1
ObjectId(5b31f9672941f7068578eccc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1066,1
ObjectId(5b31f9672941f7068578eccd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1067,1
ObjectId(5b31f9682941f7068578ecce),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1068,1
ObjectId(5b31f9692941f7068578eccf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1069,1
ObjectId(5b31f96a2941f7068578ecd0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1070,1
ObjectId(5b31f96b2941f7068578ecd1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1071,1
ObjectId(5b31f96b2941f7068578ecd2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1072,1
ObjectId(5b31f96c2941f7068578ecd3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1073,1
ObjectId(5b31f96d2941f7068578ecd4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1074,1
ObjectId(5b31f96e2941f7068578ecd5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1075,1
ObjectId(5b31f96f2941f7068578ecd6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1076,1
ObjectId(5b31f96f2941f7068578ecd7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1077,1
ObjectId(5b31f9702941f7068578ecd8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1078,1
ObjectId(5b31f9712941f7068578ecd9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1079,1
ObjectId(5b31f9722941f7068578ecda),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1080,1
ObjectId(5b31f9732941f7068578ecdb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1081,1
ObjectId(5b31f9732941f7068578ecdc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1082,1
ObjectId(5b31f9742941f7068578ecdd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1083,1
ObjectId(5b31f9752941f7068578ecde),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1084,1
ObjectId(5b31f9762941f7068578ecdf),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1085,1
ObjectId(5b31f9772941f7068578ece0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1086,1
ObjectId(5b31f9772941f7068578ece1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1087,1
ObjectId(5b31f9782941f7068578ece2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1088,1
ObjectId(5b31f9792941f7068578ece3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1089,1
ObjectId(5b31f97a2941f7068578ece4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1090,1
ObjectId(5b31f97b2941f7068578ece5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1091,1
ObjectId(5b31f97b2941f7068578ece6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1092,1
ObjectId(5b31f97c2941f7068578ece7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1093,1
ObjectId(5b31f97d2941f7068578ece8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1094,1
ObjectId(5b31f97e2941f7068578ece9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1095,1
ObjectId(5b31f97f2941f7068578ecea),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1096,1
ObjectId(5b31f97f2941f7068578eceb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1097,1
ObjectId(5b31f9802941f7068578ecec),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1098,1
ObjectId(5b31f9812941f7068578eced),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1099,1
ObjectId(5b31f9822941f7068578ecee),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1100,1
ObjectId(5b31f9832941f7068578ecef),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1101,1
ObjectId(5b31f9832941f7068578ecf0),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1102,1
ObjectId(5b31f9842941f7068578ecf1),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1103,1
ObjectId(5b31f9852941f7068578ecf2),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1104,1
ObjectId(5b31f9862941f7068578ecf3),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1105,1
ObjectId(5b31f9872941f7068578ecf4),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1106,1
ObjectId(5b31f9872941f7068578ecf5),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1107,1
ObjectId(5b31f9882941f7068578ecf6),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1108,1
ObjectId(5b31f9892941f7068578ecf7),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1109,1
ObjectId(5b31f98a2941f7068578ecf8),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1110,1
ObjectId(5b31f98b2941f7068578ecf9),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1111,1
ObjectId(5b31f98b2941f7068578ecfa),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1112,1
ObjectId(5b31f98c2941f7068578ecfb),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1113,1
ObjectId(5b31f98d2941f7068578ecfc),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1114,1
ObjectId(5b31f98e2941f7068578ecfd),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1115,1
ObjectId(5b31f98f2941f7068578ecfe),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1116,1
ObjectId(5b31f98f2941f7068578ecff),f60f6f09c53c47e788ee0955bb7d5331,unit-1,line2,2LtrCooker,heat-treatment,50,550,500,1117,1
