_id,REGION,LOCATION,PLANT,LINE,MODEL,OPERATOR,DEVICEID,PARAMETER,DATA
ObjectId(5b22327f30d0fb1c1e0263d8),tn,hosur,p1,l1,m1,op1,d1,temp,551
ObjectId(5b22328030d0fb1c1e0263d9),tn,hosur,p1,l1,m1,op1,d1,temp,552
ObjectId(5b22328130d0fb1c1e0263da),tn,hosur,p1,l1,m1,op1,d1,temp,553
ObjectId(5b22328230d0fb1c1e0263db),tn,hosur,p1,l1,m1,op1,d1,temp,554
ObjectId(5b22328330d0fb1c1e0263dc),tn,hosur,p1,l1,m1,op1,d1,temp,555
ObjectId(5b22328430d0fb1c1e0263dd),tn,hosur,p1,l1,m1,op1,d1,temp,556
ObjectId(5b22328530d0fb1c1e0263de),tn,hosur,p1,l1,m1,op1,d1,temp,557
ObjectId(5b22328630d0fb1c1e0263df),tn,hosur,p1,l1,m1,op1,d1,temp,558
ObjectId(5b22328730d0fb1c1e0263e0),tn,hosur,p1,l1,m1,op1,d1,temp,559
ObjectId(5b22328830d0fb1c1e0263e1),tn,hosur,p1,l1,m1,op1,d1,temp,560
ObjectId(5b22328930d0fb1c1e0263e2),tn,hosur,p1,l1,m1,op1,d1,temp,561
ObjectId(5b22328a30d0fb1c1e0263e3),tn,hosur,p1,l1,m1,op1,d1,temp,562
ObjectId(5b22328b30d0fb1c1e0263e4),tn,hosur,p1,l1,m1,op1,d1,temp,563
ObjectId(5b22328c30d0fb1c1e0263e5),tn,hosur,p1,l1,m1,op1,d1,temp,564
ObjectId(5b22328d30d0fb1c1e0263e6),tn,hosur,p1,l1,m1,op1,d1,temp,565
ObjectId(5b22328e30d0fb1c1e0263e7),tn,hosur,p1,l1,m1,op1,d1,temp,566
ObjectId(5b22328f30d0fb1c1e0263e8),tn,hosur,p1,l1,m1,op1,d1,temp,567
ObjectId(5b22329030d0fb1c1e0263e9),tn,hosur,p1,l1,m1,op1,d1,temp,568
ObjectId(5b22329130d0fb1c1e0263ea),tn,hosur,p1,l1,m1,op1,d1,temp,569
ObjectId(5b22329230d0fb1c1e0263eb),tn,hosur,p1,l1,m1,op1,d1,temp,570
ObjectId(5b22329330d0fb1c1e0263ec),tn,hosur,p1,l1,m1,op1,d1,temp,571
ObjectId(5b22329430d0fb1c1e0263ed),tn,hosur,p1,l1,m1,op1,d1,temp,572
ObjectId(5b22329530d0fb1c1e0263ee),tn,hosur,p1,l1,m1,op1,d1,temp,573
ObjectId(5b22329630d0fb1c1e0263ef),tn,hosur,p1,l1,m1,op1,d1,temp,574
ObjectId(5b22329730d0fb1c1e0263f0),tn,hosur,p1,l1,m1,op1,d1,temp,575
ObjectId(5b22329830d0fb1c1e0263f1),tn,hosur,p1,l1,m1,op1,d1,temp,576
ObjectId(5b22329930d0fb1c1e0263f2),tn,hosur,p1,l1,m1,op1,d1,temp,577
ObjectId(5b22329a30d0fb1c1e0263f3),tn,hosur,p1,l1,m1,op1,d1,temp,578
ObjectId(5b22329b30d0fb1c1e0263f4),tn,hosur,p1,l1,m1,op1,d1,temp,579
ObjectId(5b22329c30d0fb1c1e0263f5),tn,hosur,p1,l1,m1,op1,d1,temp,580
ObjectId(5b22329d30d0fb1c1e0263f6),tn,hosur,p1,l1,m1,op1,d1,temp,581
ObjectId(5b22329e30d0fb1c1e0263f7),tn,hosur,p1,l1,m1,op1,d1,temp,582
ObjectId(5b22329f30d0fb1c1e0263f8),tn,hosur,p1,l1,m1,op1,d1,temp,583
ObjectId(5b2232a030d0fb1c1e0263f9),tn,hosur,p1,l1,m1,op1,d1,temp,584
ObjectId(5b2232a130d0fb1c1e0263fa),tn,hosur,p1,l1,m1,op1,d1,temp,585
ObjectId(5b2232a230d0fb1c1e0263fb),tn,hosur,p1,l1,m1,op1,d1,temp,586
ObjectId(5b2232a330d0fb1c1e0263fc),tn,hosur,p1,l1,m1,op1,d1,temp,587
ObjectId(5b2232a430d0fb1c1e0263fd),tn,hosur,p1,l1,m1,op1,d1,temp,588
ObjectId(5b2232a530d0fb1c1e0263fe),tn,hosur,p1,l1,m1,op1,d1,temp,589
ObjectId(5b2232a630d0fb1c1e0263ff),tn,hosur,p1,l1,m1,op1,d1,temp,590
ObjectId(5b2232a730d0fb1c1e026400),tn,hosur,p1,l1,m1,op1,d1,temp,591
ObjectId(5b2232a830d0fb1c1e026401),tn,hosur,p1,l1,m1,op1,d1,temp,592
ObjectId(5b2232a930d0fb1c1e026402),tn,hosur,p1,l1,m1,op1,d1,temp,593
ObjectId(5b2232aa30d0fb1c1e026403),tn,hosur,p1,l1,m1,op1,d1,temp,594
ObjectId(5b2232ab30d0fb1c1e026404),tn,hosur,p1,l1,m1,op1,d1,temp,595
ObjectId(5b2232ac30d0fb1c1e026405),tn,hosur,p1,l1,m1,op1,d1,temp,596
ObjectId(5b2232ad30d0fb1c1e026406),tn,hosur,p1,l1,m1,op1,d1,temp,597
ObjectId(5b2232ae30d0fb1c1e026407),tn,hosur,p1,l1,m1,op1,d1,temp,598
ObjectId(5b2232af30d0fb1c1e026408),tn,hosur,p1,l1,m1,op1,d1,temp,599
ObjectId(5b2232b030d0fb1c1e026409),tn,hosur,p1,l1,m1,op1,d1,temp,600
ObjectId(5b2232b130d0fb1c1e02640a),tn,hosur,p1,l1,m1,op1,d1,temp,601
ObjectId(5b2232b230d0fb1c1e02640b),tn,hosur,p1,l1,m1,op1,d1,temp,602
ObjectId(5b2232b330d0fb1c1e02640c),tn,hosur,p1,l1,m1,op1,d1,temp,603
ObjectId(5b2232b430d0fb1c1e02640d),tn,hosur,p1,l1,m1,op1,d1,temp,604
ObjectId(5b2232b530d0fb1c1e02640e),tn,hosur,p1,l1,m1,op1,d1,temp,605
ObjectId(5b2232b630d0fb1c1e02640f),tn,hosur,p1,l1,m1,op1,d1,temp,606
ObjectId(5b2232b730d0fb1c1e026410),tn,hosur,p1,l1,m1,op1,d1,temp,607
ObjectId(5b2232b830d0fb1c1e026411),tn,hosur,p1,l1,m1,op1,d1,temp,608
ObjectId(5b2232b930d0fb1c1e026412),tn,hosur,p1,l1,m1,op1,d1,temp,609
ObjectId(5b2232ba30d0fb1c1e026413),tn,hosur,p1,l1,m1,op1,d1,temp,610
ObjectId(5b2232bb30d0fb1c1e026414),tn,hosur,p1,l1,m1,op1,d1,temp,611
ObjectId(5b2232bc30d0fb1c1e026415),tn,hosur,p1,l1,m1,op1,d1,temp,612
ObjectId(5b2232bd30d0fb1c1e026416),tn,hosur,p1,l1,m1,op1,d1,temp,613
ObjectId(5b2232be30d0fb1c1e026417),tn,hosur,p1,l1,m1,op1,d1,temp,614
ObjectId(5b2232bf30d0fb1c1e026418),tn,hosur,p1,l1,m1,op1,d1,temp,615
ObjectId(5b2232c030d0fb1c1e026419),tn,hosur,p1,l1,m1,op1,d1,temp,616
ObjectId(5b2232c130d0fb1c1e02641a),tn,hosur,p1,l1,m1,op1,d1,temp,617
ObjectId(5b2232c230d0fb1c1e02641b),tn,hosur,p1,l1,m1,op1,d1,temp,618
ObjectId(5b2232c330d0fb1c1e02641c),tn,hosur,p1,l1,m1,op1,d1,temp,619
ObjectId(5b2232c430d0fb1c1e02641d),tn,hosur,p1,l1,m1,op1,d1,temp,620
ObjectId(5b2232c530d0fb1c1e02641e),tn,hosur,p1,l1,m1,op1,d1,temp,621
ObjectId(5b2232c630d0fb1c1e02641f),tn,hosur,p1,l1,m1,op1,d1,temp,622
ObjectId(5b2232c730d0fb1c1e026420),tn,hosur,p1,l1,m1,op1,d1,temp,623
ObjectId(5b2232c830d0fb1c1e026421),tn,hosur,p1,l1,m1,op1,d1,temp,624
ObjectId(5b2232c930d0fb1c1e026422),tn,hosur,p1,l1,m1,op1,d1,temp,625
ObjectId(5b2232ca30d0fb1c1e026423),tn,hosur,p1,l1,m1,op1,d1,temp,626
ObjectId(5b2232cb30d0fb1c1e026424),tn,hosur,p1,l1,m1,op1,d1,temp,627
ObjectId(5b2232cc30d0fb1c1e026425),tn,hosur,p1,l1,m1,op1,d1,temp,628
ObjectId(5b2232cd30d0fb1c1e026426),tn,hosur,p1,l1,m1,op1,d1,temp,629
ObjectId(5b2232ce30d0fb1c1e026427),tn,hosur,p1,l1,m1,op1,d1,temp,630
ObjectId(5b2232cf30d0fb1c1e026428),tn,hosur,p1,l1,m1,op1,d1,temp,631
ObjectId(5b2232d030d0fb1c1e026429),tn,hosur,p1,l1,m1,op1,d1,temp,632
ObjectId(5b2232d130d0fb1c1e02642a),tn,hosur,p1,l1,m1,op1,d1,temp,633
ObjectId(5b2232d230d0fb1c1e02642b),tn,hosur,p1,l1,m1,op1,d1,temp,634
ObjectId(5b2232d330d0fb1c1e02642c),tn,hosur,p1,l1,m1,op1,d1,temp,635
ObjectId(5b2232d430d0fb1c1e02642d),tn,hosur,p1,l1,m1,op1,d1,temp,636
ObjectId(5b2232d530d0fb1c1e02642e),tn,hosur,p1,l1,m1,op1,d1,temp,637
ObjectId(5b2232d630d0fb1c1e02642f),tn,hosur,p1,l1,m1,op1,d1,temp,638
ObjectId(5b2232d730d0fb1c1e026430),tn,hosur,p1,l1,m1,op1,d1,temp,639
ObjectId(5b2232d830d0fb1c1e026431),tn,hosur,p1,l1,m1,op1,d1,temp,640
ObjectId(5b2232d930d0fb1c1e026432),tn,hosur,p1,l1,m1,op1,d1,temp,641
ObjectId(5b2232da30d0fb1c1e026433),tn,hosur,p1,l1,m1,op1,d1,temp,642
ObjectId(5b2232db30d0fb1c1e026434),tn,hosur,p1,l1,m1,op1,d1,temp,643
ObjectId(5b2232dc30d0fb1c1e026435),tn,hosur,p1,l1,m1,op1,d1,temp,644
ObjectId(5b2232dd30d0fb1c1e026436),tn,hosur,p1,l1,m1,op1,d1,temp,645
ObjectId(5b2232de30d0fb1c1e026437),tn,hosur,p1,l1,m1,op1,d1,temp,646
ObjectId(5b2232e730d0fb1c1e026438),tn,hosur,p1,l1,m1,op1,d1,temp,647
ObjectId(5b2232e730d0fb1c1e026439),tn,hosur,p1,l1,m1,op1,d1,temp,648
ObjectId(5b2232e830d0fb1c1e02643a),tn,hosur,p1,l1,m1,op1,d1,temp,655
ObjectId(5b2232e830d0fb1c1e02643b),tn,hosur,p1,l1,m1,op1,d1,temp,656
ObjectId(5b2232ed30d0fb1c1e02643c),tn,hosur,p1,l1,m1,op1,d1,temp,657
ObjectId(5b2232ed30d0fb1c1e02643d),tn,hosur,p1,l1,m1,op1,d1,temp,658
ObjectId(5b2232ee30d0fb1c1e02643e),tn,hosur,p1,l1,m1,op1,d1,temp,662
ObjectId(5b2232ef30d0fb1c1e02643f),tn,hosur,p1,l1,m1,op1,d1,temp,663
ObjectId(5b2232f030d0fb1c1e026440),tn,hosur,p1,l1,m1,op1,d1,temp,664
ObjectId(5b2232f130d0fb1c1e026441),tn,hosur,p1,l1,m1,op1,d1,temp,665
ObjectId(5b2232f230d0fb1c1e026442),tn,hosur,p1,l1,m1,op1,d1,temp,666
ObjectId(5b2232f330d0fb1c1e026443),tn,hosur,p1,l1,m1,op1,d1,temp,667
ObjectId(5b2232f430d0fb1c1e026444),tn,hosur,p1,l1,m1,op1,d1,temp,668
ObjectId(5b2232f530d0fb1c1e026445),tn,hosur,p1,l1,m1,op1,d1,temp,669
ObjectId(5b2232f630d0fb1c1e026446),tn,hosur,p1,l1,m1,op1,d1,temp,670
ObjectId(5b2232f730d0fb1c1e026447),tn,hosur,p1,l1,m1,op1,d1,temp,671
ObjectId(5b2232f830d0fb1c1e026448),tn,hosur,p1,l1,m1,op1,d1,temp,672
ObjectId(5b2232f930d0fb1c1e026449),tn,hosur,p1,l1,m1,op1,d1,temp,673
ObjectId(5b2232fa30d0fb1c1e02644a),tn,hosur,p1,l1,m1,op1,d1,temp,674
ObjectId(5b2232fb30d0fb1c1e02644b),tn,hosur,p1,l1,m1,op1,d1,temp,675
ObjectId(5b2232fc30d0fb1c1e02644c),tn,hosur,p1,l1,m1,op1,d1,temp,676
ObjectId(5b2232fd30d0fb1c1e02644d),tn,hosur,p1,l1,m1,op1,d1,temp,677
ObjectId(5b2232fe30d0fb1c1e02644e),tn,hosur,p1,l1,m1,op1,d1,temp,678
ObjectId(5b2232ff30d0fb1c1e02644f),tn,hosur,p1,l1,m1,op1,d1,temp,679
ObjectId(5b22330030d0fb1c1e026450),tn,hosur,p1,l1,m1,op1,d1,temp,680
ObjectId(5b22330130d0fb1c1e026451),tn,hosur,p1,l1,m1,op1,d1,temp,681
ObjectId(5b22330230d0fb1c1e026452),tn,hosur,p1,l1,m1,op1,d1,temp,682
ObjectId(5b22330330d0fb1c1e026453),tn,hosur,p1,l1,m1,op1,d1,temp,683
ObjectId(5b22330430d0fb1c1e026454),tn,hosur,p1,l1,m1,op1,d1,temp,684
ObjectId(5b22330530d0fb1c1e026455),tn,hosur,p1,l1,m1,op1,d1,temp,685
ObjectId(5b22330630d0fb1c1e026456),tn,hosur,p1,l1,m1,op1,d1,temp,686
ObjectId(5b22330730d0fb1c1e026457),tn,hosur,p1,l1,m1,op1,d1,temp,687
ObjectId(5b22330830d0fb1c1e026458),tn,hosur,p1,l1,m1,op1,d1,temp,688
ObjectId(5b22330930d0fb1c1e026459),tn,hosur,p1,l1,m1,op1,d1,temp,689
ObjectId(5b22330a30d0fb1c1e02645a),tn,hosur,p1,l1,m1,op1,d1,temp,690
ObjectId(5b22330b30d0fb1c1e02645b),tn,hosur,p1,l1,m1,op1,d1,temp,691
ObjectId(5b22330c30d0fb1c1e02645c),tn,hosur,p1,l1,m1,op1,d1,temp,692
ObjectId(5b22330d30d0fb1c1e02645d),tn,hosur,p1,l1,m1,op1,d1,temp,693
ObjectId(5b22330e30d0fb1c1e02645e),tn,hosur,p1,l1,m1,op1,d1,temp,694
ObjectId(5b22330f30d0fb1c1e02645f),tn,hosur,p1,l1,m1,op1,d1,temp,695
ObjectId(5b22331030d0fb1c1e026460),tn,hosur,p1,l1,m1,op1,d1,temp,696
ObjectId(5b22331130d0fb1c1e026461),tn,hosur,p1,l1,m1,op1,d1,temp,697
ObjectId(5b22331230d0fb1c1e026462),tn,hosur,p1,l1,m1,op1,d1,temp,698
ObjectId(5b22331330d0fb1c1e026463),tn,hosur,p1,l1,m1,op1,d1,temp,699
ObjectId(5b22331430d0fb1c1e026464),tn,hosur,p1,l1,m1,op1,d1,temp,700
ObjectId(5b22331530d0fb1c1e026465),tn,hosur,p1,l1,m1,op1,d1,temp,701
ObjectId(5b22331630d0fb1c1e026466),tn,hosur,p1,l1,m1,op1,d1,temp,702
ObjectId(5b22331730d0fb1c1e026467),tn,hosur,p1,l1,m1,op1,d1,temp,703
ObjectId(5b22331830d0fb1c1e026468),tn,hosur,p1,l1,m1,op1,d1,temp,704
ObjectId(5b22331930d0fb1c1e026469),tn,hosur,p1,l1,m1,op1,d1,temp,705
ObjectId(5b22331a30d0fb1c1e02646a),tn,hosur,p1,l1,m1,op1,d1,temp,706
ObjectId(5b22331b30d0fb1c1e02646b),tn,hosur,p1,l1,m1,op1,d1,temp,707
ObjectId(5b22331c30d0fb1c1e02646c),tn,hosur,p1,l1,m1,op1,d1,temp,708
ObjectId(5b22331d30d0fb1c1e02646d),tn,hosur,p1,l1,m1,op1,d1,temp,709
ObjectId(5b22331e30d0fb1c1e02646e),tn,hosur,p1,l1,m1,op1,d1,temp,710
ObjectId(5b22331f30d0fb1c1e02646f),tn,hosur,p1,l1,m1,op1,d1,temp,711
ObjectId(5b22332030d0fb1c1e026470),tn,hosur,p1,l1,m1,op1,d1,temp,712
ObjectId(5b22332130d0fb1c1e026471),tn,hosur,p1,l1,m1,op1,d1,temp,713
ObjectId(5b22332230d0fb1c1e026472),tn,hosur,p1,l1,m1,op1,d1,temp,714
ObjectId(5b22332430d0fb1c1e026473),tn,hosur,p1,l1,m1,op1,d1,temp,715
ObjectId(5b22332430d0fb1c1e026474),tn,hosur,p1,l1,m1,op1,d1,temp,716
ObjectId(5b22332530d0fb1c1e026475),tn,hosur,p1,l1,m1,op1,d1,temp,717
ObjectId(5b22332630d0fb1c1e026476),tn,hosur,p1,l1,m1,op1,d1,temp,718
ObjectId(5b22332730d0fb1c1e026477),tn,hosur,p1,l1,m1,op1,d1,temp,719
ObjectId(5b22332830d0fb1c1e026478),tn,hosur,p1,l1,m1,op1,d1,temp,720
ObjectId(5b22332930d0fb1c1e026479),tn,hosur,p1,l1,m1,op1,d1,temp,721
ObjectId(5b22332a30d0fb1c1e02647a),tn,hosur,p1,l1,m1,op1,d1,temp,722
ObjectId(5b22332b30d0fb1c1e02647b),tn,hosur,p1,l1,m1,op1,d1,temp,723
ObjectId(5b22332c30d0fb1c1e02647c),tn,hosur,p1,l1,m1,op1,d1,temp,724
ObjectId(5b22332d30d0fb1c1e02647d),tn,hosur,p1,l1,m1,op1,d1,temp,725
ObjectId(5b22332e30d0fb1c1e02647e),tn,hosur,p1,l1,m1,op1,d1,temp,726
ObjectId(5b22332f30d0fb1c1e02647f),tn,hosur,p1,l1,m1,op1,d1,temp,727
ObjectId(5b22333030d0fb1c1e026480),tn,hosur,p1,l1,m1,op1,d1,temp,728
ObjectId(5b22333130d0fb1c1e026481),tn,hosur,p1,l1,m1,op1,d1,temp,729
ObjectId(5b22333230d0fb1c1e026482),tn,hosur,p1,l1,m1,op1,d1,temp,730
ObjectId(5b22333330d0fb1c1e026483),tn,hosur,p1,l1,m1,op1,d1,temp,731
ObjectId(5b22333430d0fb1c1e026484),tn,hosur,p1,l1,m1,op1,d1,temp,732
ObjectId(5b22333530d0fb1c1e026485),tn,hosur,p1,l1,m1,op1,d1,temp,733
ObjectId(5b22333630d0fb1c1e026486),tn,hosur,p1,l1,m1,op1,d1,temp,734
ObjectId(5b22333730d0fb1c1e026487),tn,hosur,p1,l1,m1,op1,d1,temp,735
ObjectId(5b22333830d0fb1c1e026488),tn,hosur,p1,l1,m1,op1,d1,temp,736
ObjectId(5b22333930d0fb1c1e026489),tn,hosur,p1,l1,m1,op1,d1,temp,737
ObjectId(5b22333a30d0fb1c1e02648a),tn,hosur,p1,l1,m1,op1,d1,temp,738
ObjectId(5b22333c30d0fb1c1e02648b),tn,hosur,p1,l1,m1,op1,d1,temp,739
ObjectId(5b22333d30d0fb1c1e02648c),tn,hosur,p1,l1,m1,op1,d1,temp,740
ObjectId(5b22333e30d0fb1c1e02648d),tn,hosur,p1,l1,m1,op1,d1,temp,741
ObjectId(5b22333f30d0fb1c1e02648e),tn,hosur,p1,l1,m1,op1,d1,temp,742
ObjectId(5b22334030d0fb1c1e02648f),tn,hosur,p1,l1,m1,op1,d1,temp,743
ObjectId(5b22334130d0fb1c1e026490),tn,hosur,p1,l1,m1,op1,d1,temp,744
ObjectId(5b22334230d0fb1c1e026491),tn,hosur,p1,l1,m1,op1,d1,temp,745
ObjectId(5b22334330d0fb1c1e026492),tn,hosur,p1,l1,m1,op1,d1,temp,746
ObjectId(5b22334430d0fb1c1e026493),tn,hosur,p1,l1,m1,op1,d1,temp,747
ObjectId(5b22334530d0fb1c1e026494),tn,hosur,p1,l1,m1,op1,d1,temp,748
ObjectId(5b22334630d0fb1c1e026495),tn,hosur,p1,l1,m1,op1,d1,temp,749
ObjectId(5b22334730d0fb1c1e026496),tn,hosur,p1,l1,m1,op1,d1,temp,750
ObjectId(5b22334830d0fb1c1e026497),tn,hosur,p1,l1,m1,op1,d1,temp,751
ObjectId(5b22334930d0fb1c1e026498),tn,hosur,p1,l1,m1,op1,d1,temp,752
ObjectId(5b22334a30d0fb1c1e026499),tn,hosur,p1,l1,m1,op1,d1,temp,753
ObjectId(5b22334b30d0fb1c1e02649a),tn,hosur,p1,l1,m1,op1,d1,temp,754
ObjectId(5b22334c30d0fb1c1e02649b),tn,hosur,p1,l1,m1,op1,d1,temp,755
ObjectId(5b22334d30d0fb1c1e02649c),tn,hosur,p1,l1,m1,op1,d1,temp,756
ObjectId(5b22334e30d0fb1c1e02649d),tn,hosur,p1,l1,m1,op1,d1,temp,757
ObjectId(5b22334f30d0fb1c1e02649e),tn,hosur,p1,l1,m1,op1,d1,temp,758
ObjectId(5b22335030d0fb1c1e02649f),tn,hosur,p1,l1,m1,op1,d1,temp,759
ObjectId(5b22335130d0fb1c1e0264a0),tn,hosur,p1,l1,m1,op1,d1,temp,760
ObjectId(5b22335230d0fb1c1e0264a1),tn,hosur,p1,l1,m1,op1,d1,temp,761
ObjectId(5b22335330d0fb1c1e0264a2),tn,hosur,p1,l1,m1,op1,d1,temp,762
ObjectId(5b22335430d0fb1c1e0264a3),tn,hosur,p1,l1,m1,op1,d1,temp,763
ObjectId(5b22335530d0fb1c1e0264a4),tn,hosur,p1,l1,m1,op1,d1,temp,764
ObjectId(5b22335630d0fb1c1e0264a5),tn,hosur,p1,l1,m1,op1,d1,temp,765
ObjectId(5b22335730d0fb1c1e0264a6),tn,hosur,p1,l1,m1,op1,d1,temp,766
ObjectId(5b22335830d0fb1c1e0264a7),tn,hosur,p1,l1,m1,op1,d1,temp,767
ObjectId(5b22335930d0fb1c1e0264a8),tn,hosur,p1,l1,m1,op1,d1,temp,768
ObjectId(5b22335a30d0fb1c1e0264a9),tn,hosur,p1,l1,m1,op1,d1,temp,769
ObjectId(5b22335b30d0fb1c1e0264aa),tn,hosur,p1,l1,m1,op1,d1,temp,770
ObjectId(5b22335c30d0fb1c1e0264ab),tn,hosur,p1,l1,m1,op1,d1,temp,771
ObjectId(5b22335d30d0fb1c1e0264ac),tn,hosur,p1,l1,m1,op1,d1,temp,772
ObjectId(5b22335e30d0fb1c1e0264ad),tn,hosur,p1,l1,m1,op1,d1,temp,773
ObjectId(5b22335f30d0fb1c1e0264ae),tn,hosur,p1,l1,m1,op1,d1,temp,774
ObjectId(5b22336030d0fb1c1e0264af),tn,hosur,p1,l1,m1,op1,d1,temp,775
ObjectId(5b22336130d0fb1c1e0264b0),tn,hosur,p1,l1,m1,op1,d1,temp,776
ObjectId(5b22336230d0fb1c1e0264b1),tn,hosur,p1,l1,m1,op1,d1,temp,777
ObjectId(5b22336330d0fb1c1e0264b2),tn,hosur,p1,l1,m1,op1,d1,temp,778
ObjectId(5b22336430d0fb1c1e0264b3),tn,hosur,p1,l1,m1,op1,d1,temp,779
ObjectId(5b22336530d0fb1c1e0264b4),tn,hosur,p1,l1,m1,op1,d1,temp,780
ObjectId(5b22336630d0fb1c1e0264b5),tn,hosur,p1,l1,m1,op1,d1,temp,781
ObjectId(5b22336730d0fb1c1e0264b6),tn,hosur,p1,l1,m1,op1,d1,temp,782
ObjectId(5b22336830d0fb1c1e0264b7),tn,hosur,p1,l1,m1,op1,d1,temp,783
ObjectId(5b22336930d0fb1c1e0264b8),tn,hosur,p1,l1,m1,op1,d1,temp,784
ObjectId(5b22336a30d0fb1c1e0264b9),tn,hosur,p1,l1,m1,op1,d1,temp,785
ObjectId(5b22336b30d0fb1c1e0264ba),tn,hosur,p1,l1,m1,op1,d1,temp,786
ObjectId(5b22336c30d0fb1c1e0264bb),tn,hosur,p1,l1,m1,op1,d1,temp,787
ObjectId(5b22336d30d0fb1c1e0264bc),tn,hosur,p1,l1,m1,op1,d1,temp,788
ObjectId(5b22336e30d0fb1c1e0264bd),tn,hosur,p1,l1,m1,op1,d1,temp,789
ObjectId(5b22336f30d0fb1c1e0264be),tn,hosur,p1,l1,m1,op1,d1,temp,790
ObjectId(5b22337030d0fb1c1e0264bf),tn,hosur,p1,l1,m1,op1,d1,temp,791
ObjectId(5b22337130d0fb1c1e0264c0),tn,hosur,p1,l1,m1,op1,d1,temp,792
ObjectId(5b22337230d0fb1c1e0264c1),tn,hosur,p1,l1,m1,op1,d1,temp,793
ObjectId(5b22337330d0fb1c1e0264c2),tn,hosur,p1,l1,m1,op1,d1,temp,794
ObjectId(5b22337430d0fb1c1e0264c3),tn,hosur,p1,l1,m1,op1,d1,temp,795
ObjectId(5b22337530d0fb1c1e0264c4),tn,hosur,p1,l1,m1,op1,d1,temp,796
ObjectId(5b22337630d0fb1c1e0264c5),tn,hosur,p1,l1,m1,op1,d1,temp,797
ObjectId(5b22337730d0fb1c1e0264c6),tn,hosur,p1,l1,m1,op1,d1,temp,798
ObjectId(5b22337830d0fb1c1e0264c7),tn,hosur,p1,l1,m1,op1,d1,temp,799
ObjectId(5b22337930d0fb1c1e0264c8),tn,hosur,p1,l1,m1,op1,d1,temp,800
ObjectId(5b22337a30d0fb1c1e0264c9),tn,hosur,p1,l1,m1,op1,d1,temp,801
ObjectId(5b22337b30d0fb1c1e0264ca),tn,hosur,p1,l1,m1,op1,d1,temp,802
ObjectId(5b22337c30d0fb1c1e0264cb),tn,hosur,p1,l1,m1,op1,d1,temp,803
ObjectId(5b22337d30d0fb1c1e0264cc),tn,hosur,p1,l1,m1,op1,d1,temp,804
ObjectId(5b22337e30d0fb1c1e0264cd),tn,hosur,p1,l1,m1,op1,d1,temp,805
ObjectId(5b22337f30d0fb1c1e0264ce),tn,hosur,p1,l1,m1,op1,d1,temp,806
ObjectId(5b22338030d0fb1c1e0264cf),tn,hosur,p1,l1,m1,op1,d1,temp,807
ObjectId(5b22338130d0fb1c1e0264d0),tn,hosur,p1,l1,m1,op1,d1,temp,808
ObjectId(5b22338230d0fb1c1e0264d1),tn,hosur,p1,l1,m1,op1,d1,temp,809
ObjectId(5b22338330d0fb1c1e0264d2),tn,hosur,p1,l1,m1,op1,d1,temp,810
ObjectId(5b22338430d0fb1c1e0264d3),tn,hosur,p1,l1,m1,op1,d1,temp,811
ObjectId(5b22338530d0fb1c1e0264d4),tn,hosur,p1,l1,m1,op1,d1,temp,812
ObjectId(5b22338630d0fb1c1e0264d5),tn,hosur,p1,l1,m1,op1,d1,temp,813
ObjectId(5b22338730d0fb1c1e0264d6),tn,hosur,p1,l1,m1,op1,d1,temp,814
ObjectId(5b22338830d0fb1c1e0264d7),tn,hosur,p1,l1,m1,op1,d1,temp,815
ObjectId(5b22338930d0fb1c1e0264d8),tn,hosur,p1,l1,m1,op1,d1,temp,816
ObjectId(5b22338a30d0fb1c1e0264d9),tn,hosur,p1,l1,m1,op1,d1,temp,817
ObjectId(5b22338b30d0fb1c1e0264da),tn,hosur,p1,l1,m1,op1,d1,temp,818
ObjectId(5b22338c30d0fb1c1e0264db),tn,hosur,p1,l1,m1,op1,d1,temp,819
ObjectId(5b22338d30d0fb1c1e0264dc),tn,hosur,p1,l1,m1,op1,d1,temp,820
ObjectId(5b22338e30d0fb1c1e0264dd),tn,hosur,p1,l1,m1,op1,d1,temp,821
ObjectId(5b22338f30d0fb1c1e0264de),tn,hosur,p1,l1,m1,op1,d1,temp,822
ObjectId(5b22339030d0fb1c1e0264df),tn,hosur,p1,l1,m1,op1,d1,temp,823
ObjectId(5b22339130d0fb1c1e0264e0),tn,hosur,p1,l1,m1,op1,d1,temp,824
ObjectId(5b22339230d0fb1c1e0264e1),tn,hosur,p1,l1,m1,op1,d1,temp,825
ObjectId(5b22339330d0fb1c1e0264e2),tn,hosur,p1,l1,m1,op1,d1,temp,826
ObjectId(5b22339430d0fb1c1e0264e3),tn,hosur,p1,l1,m1,op1,d1,temp,827
ObjectId(5b22339530d0fb1c1e0264e4),tn,hosur,p1,l1,m1,op1,d1,temp,828
ObjectId(5b22339630d0fb1c1e0264e5),tn,hosur,p1,l1,m1,op1,d1,temp,829
ObjectId(5b22339730d0fb1c1e0264e6),tn,hosur,p1,l1,m1,op1,d1,temp,830
ObjectId(5b22339830d0fb1c1e0264e7),tn,hosur,p1,l1,m1,op1,d1,temp,831
ObjectId(5b22339930d0fb1c1e0264e8),tn,hosur,p1,l1,m1,op1,d1,temp,832
ObjectId(5b22339a30d0fb1c1e0264e9),tn,hosur,p1,l1,m1,op1,d1,temp,833
ObjectId(5b22339b30d0fb1c1e0264ea),tn,hosur,p1,l1,m1,op1,d1,temp,834
